 ,probability
1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
2,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
6,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
8,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
9,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
12,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1
13,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
14,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0
15,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1
16,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1
17,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
18,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
19,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
20,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
21,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
22,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
23,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
24,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1
25,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
26,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
27,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
28,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
29,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
30,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
31,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
32,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0
33,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1
34,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
35,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1
36,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
37,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
38,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1
39,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0
40,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1
41,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
42,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
43,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0
44,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0
45,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1
46,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1
47,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0
48,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
49,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0
50,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0
51,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
52,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
53,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
54,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1
55,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0
56,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1
57,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
58,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1
59,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
60,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1
61,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
62,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1
63,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1
64,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0
65,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
66,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
67,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1
68,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1
69,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1
70,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0
71,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0
72,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
73,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1
74,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0
75,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1
76,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0
77,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1
78,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1
79,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0
80,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1
81,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1
82,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
83,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1
84,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0
85,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1
86,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0
87,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0
88,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1
89,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1
90,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0
91,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0
92,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1
93,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1
94,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1
95,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
96,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0
97,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0
98,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0
99,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1
100,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1
101,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1
102,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
103,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
104,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1
105,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
106,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0
107,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
108,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1
109,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
110,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0
111,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0
112,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0
113,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0
